,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26
319,长宁,370,129.5万,12764元,内环内,定西路601弄(长宁新华路)地图,sh4708063举报假一赔百细则,2室1厅1卫,暂无数据,49.96平,暂无数据,高区/6层,精装,南北,2001-01-02,满五,折现,住宅 - 公寓,住宅 - 公寓,2栋,30户,暂无信息,暂无信息,2套在售二手房0套在租房源,,,
320,杨浦,230,80.5万,7934元,中外环,黑山小区(杨浦中原)地图,sh4706682举报假一赔百细则,1室0厅1卫,暂无数据,35.55平,暂无数据,高区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,65990元/平,1983~1997年,住宅 - 公寓,12栋,231户,上海殷行物业管理有限公司,上海殷行建设集团有限公司,5套在售二手房2套在租房源,
321,黄浦,261,91.3万,9004元,内中环,春江小区(卢湾)(黄浦世博滨江)地图,sh4706568举报假一赔百细则,1室0厅1卫,暂无数据,33.44平,暂无数据,高区/6层,简装,南,2002-12-31,满五,折现,住宅 - 公寓,80842元/平,1984~1987年,住宅 - 公寓、住宅 - 写字楼,10栋,155户,瑞安物业管理有限公司、瑞安物业,上海瑞安房地产发展有限公司、瑞安房地产有限公司,5套在售二手房1套在租房源,
322,浦东,580,203万,20008元,中外环,永久城市花园(浦东外高桥)地图,sh4705711举报假一赔百细则,2室2厅1卫,有(一梯二户),98.0平,暂无数据,高区/14层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,53437元/平,2003年,住宅 - 公寓,31栋,795户,上海永久物业管理有限公司,上海永圣房地产有限公司,12套在售二手房10套在租房源,
323,浦东,650,227.5万,22423元,中外环,金地湾流域(公寓)(浦东三林)地图,sh4705395举报假一赔百细则,2室1厅1卫,暂无数据,97.24平,暂无数据,中区/4层,精装,南,2011-07-04,满五,暂无数据,住宅 - 公寓,住宅 - 公寓,77栋,1548户,上海金地物业服务有限公司、金地物业,上海金地经久房地产发展有限公司、金地集团,13套在售二手房14套在租房源,,,
324,浦东,385,134.8万,13281元,内环内,海光大楼(浦东洋泾)地图,sh4703828举报假一赔百细则,1室1厅1卫,有(二梯八户),49.46平,暂无数据,低区/18层,精装,南,2005-07-01,满五,折现,住宅 - 公寓,78548元/平,1990年,住宅 - 公寓,1栋,144户,建工物业,暂无信息,2套在售二手房1套在租房源,
325,闵行,670,234.5万,23113元,中外环,新梅公寓(闵行古美)地图,sh4699864举报假一赔百细则,3室2厅2卫,有(一梯二户),130.9平,暂无数据,高区/7层,中装,南北,暂无数据,满五,置换,住宅 - 公寓,52167元/平,1999~2002年,住宅 - 公寓、住宅 - 洋房,81栋,1121户,上海兴盛物业有限公司、兴盛物业,上海兴盛房地产开发（集团）有限公司、上海兴盛置业有限公司,13套在售二手房2套在租房源,
326,虹口,450,157.5万,15524元,内中环,水电小区(虹口凉城)地图,sh4699153举报假一赔百细则,3室0厅1卫,暂无数据,71.69平,暂无数据,高区/6层,精装,南,2000-06-28,满五,折现,住宅 - 公寓,61562元/平,1983~1996年,住宅 - 公寓,66栋,1428户,上海江湾物业管理有限公司,上海虹房集团有限公司,20套在售二手房3套在租房源,
327,普陀,360,126万,12419元,中外环,运旺新村阳光世家(普陀长征)地图,sh4698733举报假一赔百细则,2室2厅1卫,暂无数据,71.8平,暂无数据,高区/6层,精装,南北,1998-08-01,满五,折现,住宅 - 公寓,54981元/平,1996~2001年,住宅 - 公寓、商业类,43栋,744户,上海市农工商物业总公司,上海农工商房地产（集团）有限公司、农工商房地产,17套在售二手房1套在租房源,
328,杨浦,375,131.2万,12936元,内中环,平凉小区(杨浦周家嘴路)地图,sh4696942举报假一赔百细则,2室1厅1卫,有(二梯八户),63.0平,暂无数据,高区/20层,暂无数据,南,暂无数据,满五,暂无数据,住宅 - 公寓,59203元/平,1997~1998年,住宅 - 公寓,3栋,461户,天颐物业,天颐物业管理有限公司,11套在售二手房0套在租房源,
329,闵行,165,57.7万,5692元,外环外,凤庆小区(闵行老闵行)地图,sh4694593举报假一赔百细则,1室1厅1卫,暂无数据,42.77平,暂无数据,中区/5层,精装,南,暂无数据,满五,置换,住宅 - 公寓,35923元/平,1987~2001年,住宅 - 公寓,151栋,2196户,上海闵碧物业管理有限公司、自主物业,上海闵碧物业管理有限公司,42套在售二手房21套在租房源,
330,长宁,390,136.5万,13454元,中外环,新泾一村(长宁北新泾)地图,sh4694337举报假一赔百细则,2室1厅1卫,暂无数据,58.58平,暂无数据,低区/6层,中装,南,2004-05-01,满五,折现,住宅 - 公寓,64459元/平,1983~1997年,住宅 - 公寓,108栋,2146户,上海新长宁集团新程物业有限公司、长宁物业,市政开发公司、上海市政,35套在售二手房3套在租房源,
331,浦东,310,108.5万,10694元,内中环,培花七村(浦东北蔡)地图,sh4692317举报假一赔百细则,2室1厅1卫,暂无数据,49.84平,暂无数据,高区/6层,中装,南,2009-06-03,满五,置换,住宅 - 公寓,住宅 - 公寓,84栋,1308户,扬帆物业服务有限责任公司、上海众开房地产有限公司,上海众开房地产有限公司、南新开发,33套在售二手房6套在租房源,,,
332,杨浦,330,115.5万,11384元,内中环,双阳一村(杨浦周家嘴路)地图,sh4691339举报假一赔百细则,1室1厅1卫,暂无数据,47.7平,暂无数据,高区/6层,精装,南,暂无数据,满五,折现,住宅 - 公寓,64829元/平,1986~1995年,住宅 - 公寓、住宅 - 新里,31栋,724户,上海青虹物业管理有限公司,上海众新实业有限公司,10套在售二手房4套在租房源,
333,虹口,245,85.8万,8452元,中外环,春江小区（虹口）(虹口江湾镇)地图,sh4689902举报假一赔百细则,1室1厅1卫,暂无数据,44.57平,暂无数据,高区/7层,精装,南,2009-08-05,满五,其它,住宅 - 公寓,58244元/平,1995~1996年,住宅 - 公寓,19栋,358户,上海茂盛物业管理有限公司,虹房置业,6套在售二手房2套在租房源,
334,普陀,199,69.6万,6865元,内中环,子长小区(普陀甘泉宜川)地图,sh4688700举报假一赔百细则,1室0厅1卫,暂无数据,34.32平,暂无数据,高区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,57061元/平,1986~1988年,住宅 - 公寓,62栋,1606户,上海威斯特物业经营有限公司,上海西部企业(集团)有限公司,24套在售二手房3套在租房源,
335,闵行,148,51.8万,5106元,外环外,昆阳小区(闵行老闵行)地图,sh4685821举报假一赔百细则,1室1厅1卫,暂无数据,41.0平,暂无数据,高区/6层,中装,南,暂无数据,满五,置换,住宅 - 公寓,32958元/平,1973~2001年,住宅 - 公寓,164栋,2964户,闵联物业管理有限公司,上海海富置业有限公司、上海闵联实业有限公司,46套在售二手房25套在租房源,
336,闵行,185,64.8万,6382元,外环外,鹤明小区(闵行老闵行)地图,sh4683880举报假一赔百细则,2室0厅1卫,暂无数据,46.82平,暂无数据,高区/6层,简装,南,2002-06-16,满五,折现,住宅 - 公寓,38845元/平,1985~1998年,住宅 - 公寓,60栋,1231户,上海鑫铭物业管理有限公司,无开发商,13套在售二手房3套在租房源,
337,杨浦,498,174.3万,17180元,内中环,国年路135弄(杨浦五角场)地图,sh4683837举报假一赔百细则,3室0厅1卫,暂无数据,67.22平,暂无数据,中区/6层,精装,南,2009-01-12,满五,置换,住宅 - 公寓,75479元/平,1981年,住宅 - 公寓,10栋,120户,国年居民委员会,暂无信息,3套在售二手房0套在租房源,
338,闵行,399,139.6万,13764元,外环外,金都花好悦园(闵行颛桥)地图,sh4683763举报假一赔百细则,3室1厅1卫,暂无数据,87.55平,暂无数据,高区/6层,简装,南北,2003-06-06,满五,置换,住宅 - 公寓,47293元/平,1994~2004年,住宅 - 公寓,191栋,2372户,上海陆家嘴物业服务有限公司,上海颛桥房地产有限公司、颛桥房地产,33套在售二手房17套在租房源,
339,浦东,650,227.5万,22423元,内环内,竹园高层(浦东源深)地图,sh4682936举报假一赔百细则,3室1厅1卫,有(二梯八户),85.74平,暂无数据,低区/26层,精装,南,暂无数据,满五,折现,住宅 - 公寓,70780元/平,1989~1996年,住宅 - 公寓,12栋,2138户,上海申厦物业有限公司、宏基物业、潍坊物业,上海申城房地产开发实业总公司、上海第八房地产开发公司、市建,39套在售二手房23套在租房源,
340,闸北,465,162.8万,16041元,内中环,宁和小区(闸北大宁)地图,sh4681270举报假一赔百细则,2室1厅1卫,暂无数据,57.46平,暂无数据,低区/6层,简装,南,2010-09-25,满五,置换,住宅 - 公寓,85335元/平,1991~1995年,住宅 - 公寓,74栋,1472户,共和物业,上海柏年置业有限公司,14套在售二手房7套在租房源,
341,虹口,370,129.5万,12764元,内中环,灵新小区(虹口凉城)地图,sh4680016举报假一赔百细则,2室0厅1卫,暂无数据,55.36平,暂无数据,高区/6层,精装,南,暂无数据,满五,置换,住宅 - 公寓,63104元/平,1984~1990年,住宅 - 公寓,57栋,1378户,上海广同物业有限公司、上海大同物业管理有限公司,上海城开（集团）有限公司、上海大同房地产开发有限公司,19套在售二手房6套在租房源,
342,浦东,430,150.5万,14834元,新世纪花苑（二期）（浦东）(浦东世博)地图,sh4675450举报假一赔百细则,2室1厅1卫,暂无数据,69.0平,暂无数据,高区/6层,中装,南北,1997-06-01,满五,折现,住宅 - 公寓,随时。放钥匙。,61945元/平,1996~1999年,住宅 - 公寓,78栋,1518户,暂无信息,暂无信息,28套在售二手房8套在租房源,
343,静安,350,122.5万,12074元,内环内,光明小区(静安南京西路)地图,sh4668727举报假一赔百细则,1室1厅1卫,暂无数据,38.69平,暂无数据,高区/5层,精装,南北,2000-06-01,满五,折现,住宅 - 公寓,93695元/平,1983~1995年,住宅 - 公寓、住宅 - 新里,21栋,355户,上海紫嘉物业管理有限公司,暂无信息,5套在售二手房2套在租房源,
344,杨浦,325,113.7万,11212元,内中环,怡佳苑(杨浦黄兴公园)地图,sh4668651举报假一赔百细则,1室1厅1卫,有(一梯四户),53.03平,暂无数据,高区/7层,精装,南北,2010-01-07,满五,其它,住宅 - 公寓,59856元/平,1994~1995年,住宅 - 公寓,44栋,921户,上海杨浦黄兴置业有限公司、上海杨浦物业管理有限公司,上海宜家房地产开发责任有限公司,33套在售二手房4套在租房源,
345,松江,375,131.2万,12936元,外环外,美丽星城(松江九亭)地图,sh4668440举报假一赔百细则,2室2厅1卫,有(一梯二户),86.99平,暂无数据,中区/16层,精装,南北,2011-07-01,满五,折现,住宅 - 公寓,42106元/平,2004年,住宅 - 公寓,45栋,1180户,上海海尚物业管理有限公司,上海申茸房地产开发有限公司,12套在售二手房5套在租房源,
346,普陀,150,52.5万,5175元,内中环,甘泉一村(普陀甘泉宜川)地图,sh4663906举报假一赔百细则,1室0厅1卫,暂无数据,25.88平,暂无数据,中区/5层,简装,北,暂无数据,满五,折现,住宅 - 公寓,56657元/平,1953~2015年,住宅 - 公寓,101栋,2406户,上海威斯特物业经营有限公司,西部集团,29套在售二手房11套在租房源,
347,普陀,166,58.1万,5727元,内中环,甘泉二村(普陀甘泉宜川)地图,sh4661357举报假一赔百细则,1室0厅1卫,暂无数据,29.16平,暂无数据,中区/6层,简装,北,暂无数据,满五,其它,住宅 - 公寓,58739元/平,1982~1995年,住宅 - 公寓,51栋,1063户,上海申达物业发展公司、沪太物业,普陀建筑,14套在售二手房4套在租房源,
348,闵行,560,196万,19318元,外环外,浦江世博家园二街坊(闵行浦江)地图,sh4656073举报假一赔百细则,4室2厅2卫,有(一梯二户),124.63平,暂无数据,低区/14层,简装,南北,2010-08-01,满五,其它,住宅 - 公寓,45947元/平,2006年,住宅 - 公寓,54栋,898户,上海闵行陈行物业管理有限公司,上海世博土地控股有限公司,8套在售二手房1套在租房源,
349,虹口,230,80.5万,7934元,内中环,西宝兴路949弄(虹口凉城)地图,sh4655859举报假一赔百细则,1室1厅1卫,暂无数据,40.52平,暂无数据,中区/6层,暂无数据,南北,暂无数据,满五,其它,住宅 - 公寓,56535元/平,1978~1990年,住宅 - 公寓、商业类,43栋,1024户,上海奉联企业发展有限公司,上海奉联企业发展有限公司,7套在售二手房7套在租房源,
350,徐汇,310,108.5万,10694元,内中环,梅陇三村(徐汇华东理工)地图,sh4652099举报假一赔百细则,2室0厅1卫,暂无数据,53.48平,暂无数据,低区/6层,中装,西南,暂无数据,满五,折现,住宅 - 公寓,59212元/平,1989~1997年,住宅 - 公寓,98栋,2186户,上海长桥物业有限公司、长桥物业,上海工业房地产总公司,20套在售二手房4套在租房源,
351,徐汇,400,140万,13799元,内中环,华东花苑(徐汇上海南站)地图,sh4649304举报假一赔百细则,2室1厅1卫,有(一梯二户),71.4平,暂无数据,高区/7层,简装,南北,2006-04-18,满五,置换,住宅 - 公寓,59752元/平,1995~2004年,住宅 - 公寓,157栋,2049户,上海华东房产物业有限公司,上海华东房产设计院有限公司、上海华东房地产（集团）有限公司,32套在售二手房13套在租房源,
352,闸北,255,89.2万,8797元,中外环,三泉安居苑(闸北彭浦)地图,sh4648163举报假一赔百细则,1室1厅1卫,暂无数据,46.0平,暂无数据,中区/6层,简装,南,1996-11-01,满五,折现,住宅 - 公寓,住宅 - 公寓,26栋,705户,安房物业公司,上海昌里花园物业发展有限公司,8套在售二手房0套在租房源,,,
353,黄浦,530,185.5万,18284元,内环内,瞿西新村(黄浦打浦桥)地图,sh4645263举报假一赔百细则,2室1厅1卫,暂无数据,63.32平,暂无数据,高区/6层,精装,南北,2005-07-03,满五,置换,住宅 - 公寓,住宅 - 公寓,17栋,393户,上海永理置业管理有限公司、永业永理物业,物美开发商,7套在售二手房3套在租房源,,,
354,虹口,530,185.5万,18284元,内环内,山阴路343弄(虹口鲁迅公园)地图,sh4644851举报假一赔百细则,2室2厅1卫,暂无数据,88.84平,暂无数据,高区/6层,简装,南北,2011-06-30,满五,其它,住宅 - 公寓,住宅 - 公寓,4栋,91户,上海虹口物业管理公司,虹口开发商,1套在售二手房0套在租房源,,,
355,普陀,485,169.8万,16731元,中外环,清涧三街坊(普陀真光)地图,sh4642365举报假一赔百细则,3室2厅1卫,有(二梯八户),99.78平,暂无数据,高区/19层,中装,西南,1998-12-01,满五,折现,住宅 - 公寓,住宅 - 公寓,28栋,1476户,上海乾溪物业管理有限公司、上海亚大物业发展有限公司,上海桃浦房地产开发有限公司、上海顾村房地产开发（集团）有限公司,20套在售二手房4套在租房源,,,
356,闵行,250,87.5万,8624元,外环外,东川路2817弄(闵行老闵行)地图,sh4639398举报假一赔百细则,2室2厅1卫,暂无数据,69.47平,暂无数据,中区/5层,简装,南北,2001-05-25,满五,置换,住宅 - 公寓,37679元/平,1995~1999年,住宅 - 公寓,10栋,163户,暂无信息,暂无信息,6套在售二手房1套在租房源,
357,闵行,305,106.8万,10522元,驰骋小区(闵行航华)地图,sh4638614举报假一赔百细则,2室1厅1卫,暂无数据,69.12平,暂无数据,高区/6层,简装,南北,1995-07-07,满五,折现,住宅 - 公寓,45932元/平,1995年,住宅 - 公寓,59栋,1032户,暂无信息,暂无信息,12套在售二手房3套在租房源,,
358,浦东,308,107.8万,10625元,外环外,河滨小区(浦东川沙)地图,sh4634306举报假一赔百细则,2室2厅1卫,暂无数据,76.91平,暂无数据,高区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,43077元/平,1977~1993年,住宅 - 公寓,13栋,184户,上海浦东新区新川物业公司,暂无信息,4套在售二手房0套在租房源,
359,静安,339,118.6万,11695元,内环内,江宁路906弄(静安江宁路)地图,sh4633686举报假一赔百细则,1室1厅1卫,暂无数据,37.49平,暂无数据,高区/7层,简装,南,2005-06-01,满五,其它,住宅 - 公寓,88649元/平,1995年,住宅 - 公寓,8栋,185户,安康物业,暂无信息,5套在售二手房3套在租房源,
360,杨浦,388,135.8万,13385元,中外环,吉浦小区(杨浦五角场)地图,sh4631456举报假一赔百细则,2室1厅1卫,暂无数据,69.5平,暂无数据,高区/6层,暂无数据,暂无数据,暂无数据,满五,置换,住宅 - 公寓,56369元/平,1995~1999年,住宅 - 公寓、住宅 - 新里,17栋,568户,上海绿岛物业发展有限公司、金鑫物业、绿岛物业,上海绿岛房产开发公司,15套在售二手房5套在租房源,
361,虹口,240,84万,8279元,内环内,西江湾路115号(虹口鲁迅公园)地图,sh4629220举报假一赔百细则,1室1厅1卫,暂无数据,37.76平,暂无数据,高区/6层,精装,南,暂无数据,满五,其它,住宅 - 公寓,64883元/平,1985年,住宅 - 公寓,1栋,25户,暂无信息,暂无信息,2套在售二手房0套在租房源,
362,黄浦,290,101.5万,10004元,内环内,新闸路278号(黄浦人民广场)地图,sh4628005举报假一赔百细则,1室1厅1卫,有(一梯十户),33.27平,暂无数据,高区/7层,精装,北,2004-05-17,满五,置换,住宅 - 公寓,97529元/平,1976年,住宅 - 公寓,1栋,66户,静安置业(集团)上海康定物业公司、康定物业,暂无信息,2套在售二手房0套在租房源,
363,浦东,385,134.8万,13281元,中外环,银桥花苑(浦东金桥)地图,sh4627105举报假一赔百细则,2室1厅1卫,暂无数据,69.18平,暂无数据,高区/7层,中装,南北,暂无数据,满五,置换,住宅 - 公寓,58975元/平,1998~1999年,住宅 - 公寓,48栋,538户,上海浦东华沙物业有限公司,上海开泰,10套在售二手房0套在租房源,
364,浦东,755,264.2万,26045元,中外环,碧云新天地（二期）(浦东金桥)地图,sh4620450举报假一赔百细则,3室2厅1卫,有(一梯二户),99.0平,暂无数据,低区/9层,暂无数据,暂无数据,2009-07-10,满五,其它,住宅 - 公寓,83274元/平,2004年,住宅 - 公寓,30栋,661户,上海欣城物业有限公司、欣城物业,金桥出口加工区房产发展有限公司,8套在售二手房9套在租房源,
365,普陀,280,98万,9659元,内中环,汪家井小区(普陀甘泉宜川)地图,sh4619961举报假一赔百细则,2室1厅1卫,暂无数据,51.89平,暂无数据,高区/6层,中装,南北,2002-01-24,满五,折现,住宅 - 公寓,57985元/平,1981~1991年,住宅 - 公寓,50栋,1270户,上海威斯特物业经营有限公司,西部集团,22套在售二手房5套在租房源,
366,闵行,1680,588万,57955元,外环外,金铭文博水景(别墅)(闵行颛桥)地图,sh4618537举报假一赔百细则,4室3厅3卫,暂无数据,330.0平,暂无数据,地上1层,简装,南,2008-07-10,满五,折现,住宅 - 别墅,53745元/平,2007~2011年,住宅 - 别墅,324栋,324户,上海鑫铭物业管理有限公司,上海闵行房地产发展有限公司、闵行房地产,9套在售二手房5套在租房源,
367,虹口,260,91万,8969元,内环内,密三小区(虹口曲阳)地图,sh4618181举报假一赔百细则,1室1厅1卫,暂无数据,39.53平,暂无数据,高区/6层,毛坯,南,2005-03-16,满五,折现,住宅 - 公寓,住宅 - 公寓,38栋,919户,上海北方物业管理有限公司、上海大柏树物业有限公司、大柏树物业,上海安基置业有限公司,9套在售二手房1套在租房源,,,
368,浦东,,,,,,,,,,,,,,,,,,,,,,,,,,
369,普陀,260,91万,8969元,内中环,曹杨五村（杏梅园）(普陀曹杨)地图,sh4606212举报假一赔百细则,1室1厅1卫,暂无数据,44.42平,暂无数据,高区/6层,中装,南,2009-09-04,满五,折现,住宅 - 公寓,63869元/平,1978~1990年,住宅 - 公寓,36栋,803户,上海曹杨物业有限公司,上海徐汇区城市建设投资开发有限公司,16套在售二手房1套在租房源,
370,浦东,365,127.7万,12591元,中外环,凌兆新村(浦东三林)地图,sh4605288举报假一赔百细则,2室1厅1卫,暂无数据,69.28平,暂无数据,低区/6层,毛坯,北,暂无数据,满五,置换,住宅 - 公寓,50556元/平,1997~2005年,住宅 - 公寓,69栋,1021户,上海中凯物业有限公司、上海物业,三林集团,15套在售二手房2套在租房源,
371,浦东,820,287万,28288元,中外环,东方城市华庭(浦东金桥)地图,sh4604895举报假一赔百细则,3室2厅2卫,有(一梯二户),136.85平,暂无数据,低区/12层,精装,南北,2009-07-27,满五,置换,住宅 - 公寓,63366元/平,2006年,住宅 - 公寓,13栋,330户,上海联讯物业管理有限公司,上海赣华房地产开发有限公司,14套在售二手房0套在租房源,
372,浦东,355,124.2万,12247元,内中环,仁和花苑(浦东金杨)地图,sh4604030举报假一赔百细则,2室1厅1卫,有(一梯四户),56.96平,暂无数据,低区/6层,简装,西南,2008-06-13,满五,折现,住宅 - 公寓,64535元/平,1994~1998年,住宅 - 公寓,22栋,572户,上海仁和物业管理公司、上海天为物业管理服务有限公司,上海仁和置业有限公司、仁和房产公司,5套在售二手房0套在租房源,
373,浦东,308,107.8万,10625元,外环外,顺馨佳园(浦东川沙)地图,sh4594662举报假一赔百细则,1室1厅1卫,暂无数据,60.46平,暂无数据,中区/6层,中装,南北,暂无数据,满五,折现,住宅 - 公寓,47775元/平,2009年,住宅 - 公寓,108栋,1296户,振群物业,上海辰光置业有限公司,20套在售二手房5套在租房源,
374,静安,900,315万,31048元,内环内,新闸大厦(静安静安寺)地图,sh4593770举报假一赔百细则,3室2厅1卫,有(二梯六户),117.0平,暂无数据,中区/26层,精装,南,2002-05-13,满五,折现,住宅 - 公寓,78150元/平,2001年,住宅 - 公寓,1栋,133户,上海宏仑物业管理有限公司,上海奇联房地产经营有限公司,3套在售二手房0套在租房源,
375,长宁,370,129.5万,12764元,中外环,春房小区(长宁北新泾)地图,sh4593200举报假一赔百细则,2室1厅1卫,暂无数据,62.4平,暂无数据,低区/6层,精装,南北,暂无数据,满五,折现,住宅 - 公寓,60915元/平,1996~1999年,住宅 - 公寓,20栋,270户,上海春房物业有限公司,长宁建筑、长宁集团,7套在售二手房1套在租房源,
376,浦东,695,243.2万,23976元,内中环,贝越流明新苑(浦东张江)地图,sh4591094举报假一赔百细则,3室2厅2卫,暂无数据,126.62平,暂无数据,高区/6层,精装,南北,2003-04-25,满五,置换,住宅 - 公寓,52356元/平,2003年,住宅 - 公寓,39栋,448户,上海建工物业有限公司、大华物业、建工物业,上海贝越实业有限公司,9套在售二手房3套在租房源,
377,浦东,370,129.5万,12764元,中外环,凌兆路608弄(浦东三林)地图,sh4587396举报假一赔百细则,2室1厅1卫,暂无数据,74.0平,暂无数据,高区/6层,中装,南,暂无数据,满五,置换,住宅 - 公寓,1996年,住宅 - 公寓,32栋,384户,上海三凌物业管理公司、上服物业,上海三林房地产开发经营有限公司、三林集团,3套在售二手房0套在租房源,,
378,浦东,390,136.5万,13454元,内中环,天池二村(浦东北蔡)地图,sh4586496举报假一赔百细则,2室1厅1卫,暂无数据,63.98平,暂无数据,高区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,61072元/平,1994~2000年,住宅 - 公寓,56栋,836户,上海众开房地产有限公司、上海吉松物业管理中心,上海北蔡房地产发展有限公司、北蔡房产开发商,16套在售二手房5套在租房源,
379,杨浦,210,73.5万,7244元,内中环,佳木斯路185弄(杨浦黄兴公园)地图,sh4586315举报假一赔百细则,1室0厅1卫,暂无数据,32.39平,暂无数据,中区/6层,中装,南,暂无数据,满五,折现,住宅 - 公寓,62958元/平,1985~1989年,住宅 - 公寓,16栋,423户,上海阳夏物业管理有限公司,上海夏阳房地产经纪有限公司,5套在售二手房1套在租房源,
380,宝山,255,89.2万,8797元,内中环,大华三村二街坊(宝山大华)地图,sh4579594举报假一赔百细则,2室0厅1卫,暂无数据,45.48平,暂无数据,高区/6层,中装,南,2003-07-01,满五,置换,住宅 - 公寓,56291元/平,1995~1996年,住宅 - 公寓,58栋,1026户,上海达灵物业管理有限公司、复瑞公司,大华（集团）有限公司,9套在售二手房3套在租房源,
381,虹口,265,92.8万,9142元,内中环,何家宅小区(虹口鲁迅公园)地图,sh4579182举报假一赔百细则,1室1厅1卫,暂无数据,40.34平,暂无数据,高区/6层,简装,南,2004-11-29,满五,其它,住宅 - 公寓,70259元/平,1975~1993年,住宅 - 公寓,101栋,2129户,上海广同物业有限公司,上海虹房集团有限公司,36套在售二手房11套在租房源,
382,徐汇,465,162.8万,16041元,内环内,宛平南路431弄(徐汇徐家汇)地图,sh4578085举报假一赔百细则,2室1厅1卫,暂无数据,59.28平,暂无数据,高区/6层,中装,南,1999-03-26,满五,折现,住宅 - 公寓,80616元/平,1986~1988年,住宅 - 公寓,12栋,176户,上海医大物业管理有限公司,高建物业,2套在售二手房3套在租房源,
383,闸北,600,210万,20698元,内中环,远龙公寓(闸北阳城)地图,sh4577836举报假一赔百细则,2室2厅1卫,有(一梯六户),115.32平,暂无数据,中区/13层,豪装,西,2007-04-03,满五,置换,住宅 - 公寓,48097元/平,1996~1999年,住宅 - 公寓,8栋,324户,上海华晓物业管理有限公司,中环集团,6套在售二手房1套在租房源,
384,浦东,285,99.8万,9832元,内中环,芳草路352弄(浦东北蔡)地图,sh4573464举报假一赔百细则,1室1厅1卫,暂无数据,47.79平,暂无数据,高区/6层,精装,南,2012-01-19,满五,折现,住宅 - 公寓,58576元/平,1994~1996年,住宅 - 公寓,35栋,444户,上海航帆物业管理有限公司,上海裕华,9套在售二手房2套在租房源,
385,浦东,245,85.8万,8452元,中外环,寿光路161弄(浦东金桥)地图,sh4567471举报假一赔百细则,1室1厅1卫,暂无数据,47.78平,暂无数据,中区/4层,毛坯,南北,暂无数据,满五,折现,住宅 - 公寓,52267元/平,1994~1998年,住宅 - 公寓,105栋,1144户,华新物业公司、建工物业,上海虹桥高尔夫俱乐部有限公司,15套在售二手房2套在租房源,
386,普陀,205,71.8万,7072元,内中环,宜川五村(普陀甘泉宜川)地图,sh4564468举报假一赔百细则,1室1厅1卫,暂无数据,34.9平,暂无数据,低区/6层,中装,南,2003-09-01,满五,折现,住宅 - 公寓,57389元/平,1973~1989年,住宅 - 公寓,90栋,2279户,上海中山物业有限公司,宜川社区,43套在售二手房6套在租房源,
387,松江,590,206.5万,20353元,外环外,奥林匹克花园(松江九亭)地图,sh4557561举报假一赔百细则,3室2厅2卫,暂无数据,120.5平,暂无数据,低区/5层,精装,南北,2005-04-20,满五,置换,住宅 - 公寓,住宅 - 公寓,337栋,5309户,上海奥林匹克物业管理有限公司,上海奥林匹克置业投资有限公司,124套在售二手房30套在租房源,,,
388,闸北,260,91万,8969元,中外环,闻喜小区(闸北彭浦)地图,sh4556303举报假一赔百细则,2室1厅1卫,暂无数据,51.58平,暂无数据,高区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,住宅 - 公寓,58栋,1434户,上海北安物业管理有限公司,彭浦镇政府,13套在售二手房5套在租房源,,,
389,长宁,490,171.5万,16904元,内中环,联建新村（长宁）(长宁虹桥)地图,sh4552947举报假一赔百细则,2室1厅1卫,暂无数据,68.27平,暂无数据,中区/4层,中装,南北,暂无数据,满五,折现,住宅 - 公寓,69780元/平,1957~1993年,住宅 - 公寓,52栋,1026户,联建物业,华东纺织工学院(今东华大学)、市医药设计院等单位,6套在售二手房2套在租房源,
390,松江,300,105万,10349元,外环外,明丰公寓(松江松江新城)地图,sh4549137举报假一赔百细则,2室2厅1卫,有(一梯二户),94.74平,暂无数据,高区/7层,暂无数据,暂无数据,暂无数据,满五,其它,住宅 - 公寓,32822元/平,1977~2002年,住宅 - 公寓,68栋,805户,上海新桃源物业管理有限公司、上海润仁房地产有限公司,上海润仁房地产有限公司,29套在售二手房7套在租房源,
391,闵行,780,273万,26908元,外环外,绿水家园(闵行莘庄)地图,sh4547395举报假一赔百细则,3室2厅2卫,有(一梯二户),140.68平,暂无数据,低区/10层,毛坯,南北,暂无数据,满五,置换,住宅 - 公寓,57599元/平,2005年,住宅 - 公寓,25栋,672户,上海东慧庄原物业管理有限公司、东慧物业,上海莘松房地产公司、莘松开发商,13套在售二手房1套在租房源,
392,闵行,415,145.2万,14316元,中外环,罗秀新苑(闵行梅陇)地图,sh4547267举报假一赔百细则,2室2厅1卫,暂无数据,74.84平,暂无数据,高区/7层,简装,南,暂无数据,满五,置换,住宅 - 公寓,56162元/平,1996~2001年,住宅 - 公寓,16栋,218户,上海梅陇物业管理有限公司,上海闵行房地产发展有限公司、闵行房地产,4套在售二手房2套在租房源,
