,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25
189,杨浦,940,329万,32427元,内中环,黄兴绿园(杨浦黄兴公园)地图,sh4561929举报假一赔百细则,3室2厅2卫,有(一梯二户),135.12平,暂无数据,高区/12层,中装,南北,暂无数据,满五,置换,住宅 - 公寓,73158元/平,2003~2005年,住宅 - 公寓,66栋,1095户,康旺物业,上海五方房地产有限公司,17套在售二手房5套在租房源
190,松江,465,162.8万,16041元,外环外,西南名苑(松江泗泾)地图,sh4561042举报假一赔百细则,3室2厅2卫,有(一梯二户),128.43平,暂无数据,高区/9层,精装,南北,2009-06-01,满五,其它,住宅 - 公寓,34985元/平,2005~2009年,住宅 - 别墅、住宅 - 公寓,83栋,791户,上海国顺物业管理有限公司,上海国申房地产开发有限公司,17套在售二手房6套在租房源
191,徐汇,405,141.8万,13971元,内环内,武康路280弄（公房）(徐汇衡山路)地图,sh4560867举报假一赔百细则,1室0厅1卫,暂无数据,35.27平,暂无数据,中区/6层,精装,南,2010-12-09,满五,折现,住宅 - 公寓,108597元/平,1975~2005年,住宅 - 公寓,15栋,245户,上海永福物业有限公司,无开发商,6套在售二手房5套在租房源
192,黄浦,285,99.8万,9832元,内环内,西凌新邨(黄浦蓬莱公园)地图,sh4560033举报假一赔百细则,1室0厅1卫,暂无数据,30.42平,暂无数据,低区/6层,简装,北,暂无数据,满五,置换,住宅 - 公寓,81495元/平,1967~2004年,住宅 - 公寓、住宅 - 新里,102栋,5130户,上海锦南物业经营有限公司,上实房地产,40套在售二手房20套在租房源
193,杨浦,570,199.5万,19663元,内中环,东岸新里(杨浦黄兴公园)地图,sh4559491举报假一赔百细则,2室1厅1卫,有(一梯三户),76.09平,暂无数据,中区/18层,精装,南,暂无数据,满五,其它,住宅 - 公寓,74080元/平,2011年,住宅 - 公寓,18栋,749户,上海方达物业经营公司,民庆房地产有限公司,10套在售二手房1套在租房源
194,徐汇,600,210万,20698元,内环内,乐山八九村(徐汇徐家汇)地图,sh4558767举报假一赔百细则,2室1厅1卫,有(二梯八户),74.43平,暂无数据,低区/18层,精装,西南,暂无数据,满五,折现,住宅 - 公寓,84397元/平,1989~1991年,住宅 - 公寓,32栋,1206户,上海高建物业有限公司、上海北方物业管理有限公司,四川建筑公司,17套在售二手房9套在租房源
195,长宁,411,143.8万,14178元,内环内,定西路615弄(长宁新华路)地图,sh4557736举报假一赔百细则,2室1厅1卫,暂无数据,54.11平,暂无数据,中区/6层,精装,东西,2008-01-02,满五,折现,住宅 - 公寓,75956元/平,1983年,住宅 - 公寓、住宅 - 新里,6栋,91户,上海长宁物业管理、长宁物业,上海新长宁(集团)有限公司、长宁集团,1套在售二手房0套在租房源
196,黄浦,1170,409.5万,40362元,内环内,明珠家园（黄浦）(黄浦蓬莱公园)地图,sh4557236举报假一赔百细则,3室2厅2卫,有(二梯三户),127.3平,暂无数据,高区/33层,精装,南北,2004-12-01,满五,折现,住宅 - 公寓,92593元/平,2004年,住宅 - 公寓,4栋,332户,上海锦南物业经营有限公司、上海永协物业管理有限公司,上海黄浦区房地产开发实业有限公司、黄浦房产,11套在售二手房5套在租房源
197,徐汇,290,101.5万,10004元,内中环,申航小区(徐汇龙华)地图,sh4556985举报假一赔百细则,1室1厅1卫,暂无数据,36.05平,暂无数据,高区/6层,精装,南,2005-03-03,满五,变现,住宅 - 公寓,78002元/平,1953~1990年,住宅 - 公寓,21栋,470户,徐房物业,暂无信息,5套在售二手房2套在租房源
198,浦东,470,164.5万,16214元,中外环,金桥湾清水苑(浦东金桥)地图,sh4556044举报假一赔百细则,3室1厅1卫,暂无数据,81.68平,暂无数据,低区/6层,中装,南,暂无数据,满五,置换,住宅 - 公寓,1998~1999年,住宅 - 公寓,236栋,2736户,上海安居物业有限公司,上海金桥出口加工区房地产发展有限公司、金桥出口加工区房产发展有限公司,47套在售二手房4套在租房源,
199,宝山,360,126万,12419元,外环外,丽景翠庭(宝山杨行)地图,sh4555753举报假一赔百细则,2室2厅1卫,有(一梯二户),87.0平,暂无数据,中区/12层,精装,南北,暂无数据,满五,其它,住宅 - 公寓,40909元/平,2008~2009年,住宅 - 公寓,52栋,725户,上海民强物业管理有限公司,上海民通房产有限公司,12套在售二手房6套在租房源
200,浦东,460,161万,15869元,中外环,金禾新苑(浦东三林)地图,sh4555508举报假一赔百细则,2室1厅1卫,有(一梯四户),74.84平,暂无数据,中区/18层,毛坯,南,暂无数据,满五,其它,住宅 - 公寓,61997元/平,2006年,住宅 - 公寓,32栋,1468户,上海悦华物业管理有限公司,上海中房置业股份有限公司、中房集团,16套在售二手房4套在租房源
201,普陀,292,102.2万,10073元,内中环,宜川五村(普陀甘泉宜川)地图,sh4554830举报假一赔百细则,2室0厅1卫,暂无数据,48.58平,暂无数据,低区/6层,暂无数据,暂无数据,2006-10-01,满五,置换,住宅 - 公寓,57389元/平,1973~1989年,住宅 - 公寓,90栋,2279户,上海中山物业有限公司,宜川社区,43套在售二手房6套在租房源
202,浦东,695,243.2万,23976元,中外环,金地未未来(浦东金桥)地图,sh4553499举报假一赔百细则,3室2厅1卫,有(一梯四户),88.45平,暂无数据,高区/15层,精装,南,2010-07-28,满五,置换,住宅 - 公寓,2008~2009年,住宅 - 公寓,72栋,1613户,上海金地物业服务有限公司、金地物业,上海深翔房地产开发有限公司,42套在售二手房19套在租房源,
203,长宁,535,187.2万,18456元,内环内,绿地海怡公寓(长宁中山公园)地图,sh4553136举报假一赔百细则,1室1厅1卫,有(二梯十三户),66.0平,暂无数据,中区/30层,精装,南,2005-10-26,满五,其它,住宅 - 公寓,85591元/平,2004年,住宅 - 公寓,2栋,464户,上海时和南都物业管理有限公司,绿城集团,26套在售二手房11套在租房源
204,长宁,470,164.5万,16214元,内环内,绿地海怡公寓(长宁中山公园)地图,sh4553133举报假一赔百细则,1室2厅1卫,有(二梯十三户),59.71平,暂无数据,中区/30层,精装,南,2006-02-10,满五,其它,住宅 - 公寓,85591元/平,2004年,住宅 - 公寓,2栋,464户,上海时和南都物业管理有限公司,绿城集团,26套在售二手房11套在租房源
205,杨浦,370,129.5万,12764元,内环内,鞍山三村(杨浦鞍山)地图,sh4552900举报假一赔百细则,1室1厅1卫,暂无数据,49.21平,暂无数据,中区/6层,中装,南北,2002-03-28,满五,折现,住宅 - 公寓,75442元/平,1953~2007年,住宅 - 公寓、住宅 - 新里,58栋,1339户,上海四平物业管理有限公司、四平物业,鞍山机建司、鞍山集团开发,22套在售二手房10套在租房源
206,浦东,600,210万,20698元,内环内,张杨南苑(浦东洋泾)地图,sh4552749举报假一赔百细则,2室1厅1卫,暂无数据,70.0平,暂无数据,中区/6层,精装,南北,2005-04-14,满五,折现,住宅 - 公寓,82968元/平,1995~2002年,住宅 - 公寓,48栋,540户,上海中星集团申城物业有限公司、申城物业,上海中星（集团）有限公司、中星集团,13套在售二手房3套在租房源
207,闸北,225,78.8万,7762元,中外环,幸福第一公寓(闸北永和)地图,sh4552617举报假一赔百细则,1室1厅1卫,暂无数据,41.3平,暂无数据,低区/6层,简装,南,暂无数据,满五,其它,住宅 - 公寓,52613元/平,1994~1999年,住宅 - 公寓,112栋,2138户,上海幸福物业管理有限公司,彭浦房地产开发有限公司、上海彭浦商品住宅开发总公司,22套在售二手房2套在租房源
208,浦东,380,133万,13109元,中外环,柳博小区（博二小区）(浦东金桥)地图,sh4551950举报假一赔百细则,2室1厅1卫,暂无数据,71.31平,暂无数据,低区/6层,简装,南北,2007-07-19,满五,置换,住宅 - 公寓,住宅 - 公寓,47栋,860户,上海驰振物业管理有限公司,上海驰振物业管理有限公司,5套在售二手房3套在租房源,,
209,浦东,410,143.5万,14144元,内中环,恒大小区(浦东世博)地图,sh4550790举报假一赔百细则,2室1厅1卫,暂无数据,70.48平,暂无数据,低区/6层,简装,南,2011-04-09,满五,折现,住宅 - 公寓,60414元/平,1994~2000年,住宅 - 公寓,119栋,2162户,上海恒大物业管理有限公司、恒大置业,上海恒大房地产开发经营有限公司、恒大集团,26套在售二手房8套在租房源
210,长宁,480,168万,16559元,内中环,长宁锦城公寓(长宁虹桥)地图,sh4550768举报假一赔百细则,2室1厅1卫,有(二梯八户),72.0平,暂无数据,中区/16层,暂无数据,暂无数据,暂无数据,满五,置换,住宅 - 公寓,70424元/平,暂无信息,住宅 - 公寓,1栋,127户,上海万路通物业管理有限公司,上海锦城房地产公司,6套在售二手房3套在租房源
211,闸北,935,327.2万,32255元,内中环,宝华现代城(闸北大宁)地图,sh4550688举报假一赔百细则,2室2厅1卫,有(二梯三户),101.04平,暂无数据,中区/27层,毛坯,南北,2009-11-17,满五,折现,住宅 - 公寓,93081元/平,2007~2008年,住宅 - 公寓,20栋,1253户,上海安荣物业管理服务有限公司,上海全成置业有限公司,13套在售二手房7套在租房源
212,长宁,730,255.5万,25183元,内环内,金凤大厦(长宁镇宁路)地图,sh4549639举报假一赔百细则,2室2厅1卫,有(二梯五户),94.49平,暂无数据,高区/24层,中装,东北,2005-12-08,满五,置换,住宅 - 公寓,79108元/平,1996年,住宅 - 公寓,1栋,105户,宏安物业,上海长安房产经营开发公司,3套在售二手房0套在租房源
213,普陀,185,64.8万,6382元,外环外,桃浦五村杜鹃苑(普陀桃浦)地图,sh4549624举报假一赔百细则,1室1厅1卫,暂无数据,42.75平,暂无数据,高区/6层,简装,南,暂无数据,满五,置换,住宅 - 公寓,44688元/平,1994~1995年,住宅 - 公寓,27栋,664户,上海西部物业有限公司、上海普陀物业有限公司,西部集团,8套在售二手房2套在租房源
214,徐汇,510,178.5万,17594元,内中环,宛南华侨新村(徐汇龙华)地图,sh4549437举报假一赔百细则,2室1厅1卫,暂无数据,70.0平,暂无数据,高区/6层,中装,南,暂无数据,满五,置换,住宅 - 公寓,73076元/平,1981~1982年,住宅 - 公寓,18栋,349户,宛平物业公司,广州宛南华侨新村,4套在售二手房2套在租房源
215,闵行,340,119万,11729元,中外环,古美小区(闵行古美)地图,sh4549202举报假一赔百细则,2室1厅1卫,暂无数据,59.4平,暂无数据,高区/6层,精装,暂无数据,2009-10-31,满五,置换,住宅 - 公寓,59685元/平,1989~1996年,住宅 - 公寓,169栋,3267户,上海和中物业管理有限公司,古衡房产开发,50套在售二手房9套在租房源
216,松江,450,157.5万,15524元,外环外,西南名苑(松江泗泾)地图,sh4549072举报假一赔百细则,3室2厅2卫,暂无数据,125.68平,暂无数据,中区/6层,暂无数据,暂无数据,2007-12-21,满五,置换,住宅 - 公寓,34985元/平,2005~2009年,住宅 - 别墅、住宅 - 公寓,83栋,791户,上海国顺物业管理有限公司,上海国申房地产开发有限公司,17套在售二手房6套在租房源
217,浦东,285,99.8万,9832元,内中环,南江苑(浦东三林)地图,sh4546753举报假一赔百细则,1室1厅1卫,暂无数据,47.82平,暂无数据,中区/6层,中装,南北,2000-08-24,满五,置换,住宅 - 公寓,58228元/平,1998~2000年,住宅 - 公寓,149栋,1804户,上海三凌物业管理公司,上海恒大房地产开发经营有限公司、恒大集团,21套在售二手房10套在租房源
218,浦东,285,99.8万,9832元,内中环,南江苑(浦东三林)地图,sh4546748举报假一赔百细则,1室1厅1卫,暂无数据,47.82平,暂无数据,中区/6层,中装,南北,2001-04-29,满五,置换,住宅 - 公寓,58228元/平,1998~2000年,住宅 - 公寓,149栋,1804户,上海三凌物业管理公司,上海恒大房地产开发经营有限公司、恒大集团,21套在售二手房10套在租房源
219,徐汇,315,110.2万,10867元,内中环,金塘小区(徐汇华东理工)地图,sh4546510举报假一赔百细则,2室1厅1卫,暂无数据,53.81平,暂无数据,中区/6层,中装,南北,暂无数据,满五,置换,住宅 - 公寓,58998元/平,1994~1998年,住宅 - 公寓,101栋,1309户,上海中房物业管理有限公司、上海裕明物业管理有限公司、中房物业,上海县房地产总公司、上海县房地产,20套在售二手房4套在租房源
220,长宁,1250,437.5万,43122元,内中环,圣美邸(长宁古北)地图,sh4546113举报假一赔百细则,3室2厅2卫,有(一梯二户),146.03平,暂无数据,中区/18层,毛坯,暂无数据,2008-03-05,满五,折现,住宅 - 公寓,86513元/平,2006年,住宅 - 公寓,7栋,194户,上海长瑞物业管理有限公司,上海瑞虹房地产有限公司,6套在售二手房3套在租房源
221,杨浦,330,115.5万,11384元,内中环,延吉六村(杨浦黄兴公园)地图,sh4545193举报假一赔百细则,1室1厅1卫,有(二梯八户),56.58平,暂无数据,低区/14层,中装,南,2006-06-06,满五,其它,住宅 - 公寓,60008元/平,1986~1987年,住宅 - 公寓,16栋,1367户,上海延吉物业管理有限公司、上海市卫百辛集团延吉物业管理有限公司、延吉物业,颂义房产有限公司,20套在售二手房3套在租房源
222,浦东,310,108.5万,10694元,中外环,荷三小区(浦东金桥)地图,sh4544933举报假一赔百细则,2室1厅1卫,暂无数据,57.71平,暂无数据,低区/6层,简装,南北,1997-09-04,满五,置换,住宅 - 公寓,54492元/平,1993~2000年,住宅 - 公寓,195栋,2662户,绿芳物业,金巷开发商,23套在售二手房10套在租房源
223,闵行,580,203万,20008元,中外环,古美十村(闵行古美)地图,sh4544774举报假一赔百细则,3室2厅2卫,暂无数据,104.41平,暂无数据,高区/6层,精装,南,2001-05-08,满五,折现,住宅 - 公寓,56985元/平,1998年,住宅 - 公寓,39栋,500户,上海天天物业管理有限公司,古衡房产开发,7套在售二手房1套在租房源
224,杨浦,210,73.5万,7244元,内环内,凤城三村(杨浦控江路)地图,sh4544188举报假一赔百细则,1室0厅1卫,暂无数据,34.27平,暂无数据,高区/5层,简装,南,暂无数据,满五,其它,住宅 - 公寓,61632元/平,1956~2011年,住宅 - 公寓,240栋,5872户,上海四平物业管理有限公司、卫百辛物业,上海卫百辛房地产经纪有限公司、卫百辛集团,62套在售二手房14套在租房源
225,虹口,375,131.2万,12936元,内环内,密云路471弄(虹口曲阳)地图,sh4544092举报假一赔百细则,2室0厅1卫,暂无数据,55.38平,暂无数据,低区/6层,暂无数据,暂无数据,暂无数据,满五,其它,住宅 - 公寓,1983~1988年,住宅 - 公寓,60栋,1598户,上海江城物业有限公司、大柏树物业,虹房置业,19套在售二手房11套在租房源,
226,宝山,570,199.5万,19663元,中外环,屹立家园(宝山共康)地图,sh4543760举报假一赔百细则,3室2厅1卫,暂无数据,112.13平,暂无数据,中区/6层,简装,南北,暂无数据,满五,折现,住宅 - 公寓,51402元/平,2002~2004年,住宅 - 公寓,85栋,1020户,北康物业管理有限公司,上海屹立房地产发展有限公司,17套在售二手房1套在租房源
227,杨浦,220,77万,7589元,内中环,引翔港小区(杨浦周家嘴路)地图,sh4543369举报假一赔百细则,1室1厅1卫,暂无数据,36.09平,暂无数据,高区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,63914元/平,1987~1996年,住宅 - 公寓、住宅 - 写字楼,32栋,1309户,长兴物业,隆洋物业开发,21套在售二手房10套在租房源
228,徐汇,359,125.6万,12385元,内中环,宛南一村(徐汇龙华)地图,sh4542501举报假一赔百细则,2室0厅1卫,暂无数据,44.95平,暂无数据,高区/5层,精装,南,2007-03-01,满五,折现,住宅 - 公寓,75364元/平,1979年,住宅 - 公寓,32栋,666户,上海枫林物业有限公司、枫林物业,枫林房产开发有限公司,4套在售二手房3套在租房源
229,杨浦,335,117.2万,11557元,内环内,长眉小区(杨浦周家嘴路)地图,sh4541882举报假一赔百细则,2室0厅1卫,暂无数据,51.01平,暂无数据,中区/7层,中装,南北,2000-05-25,满五,其它,住宅 - 公寓,65786元/平,1986~1994年,住宅 - 公寓,24栋,656户,上海佳全物业管理有限公司,上海大桥物业管理有限公司、大桥置业,12套在售二手房1套在租房源
230,徐汇,2600,910万,89693元,内环内,明园世纪城(徐汇建国西路)地图,sh4541732举报假一赔百细则,5室3厅3卫,有(二梯五户),263.16平,暂无数据,高区/20层,精装,东北,2004-01-10,满五,折现,住宅 - 公寓,94391元/平,2000~2003年,住宅 - 公寓,5栋,398户,上海复欣物业管理发展有限公司、复欣物业、复兴物业,上海西南明园实业发展有限公司、西上海集团,7套在售二手房4套在租房源
231,徐汇,735,257.2万,25355元,内环内,凯歌公寓(徐汇徐家汇)地图,sh4540483举报假一赔百细则,2室1厅1卫,有(二梯十户),69.36平,暂无数据,中区/25层,中装,南,暂无数据,满五,折现,住宅 - 公寓,103249元/平,1992年,住宅 - 公寓,1栋,246户,上海上房物业管理有限公司、上房物业,京都开发有限公司,10套在售二手房2套在租房源
232,浦东,490,171.5万,16904元,中外环,金橘新苑(浦东三林)地图,sh4539972举报假一赔百细则,2室1厅1卫,有(二梯四户),80.67平,暂无数据,低区/16层,精装,西,2009-08-06,满五,置换,住宅 - 公寓,59793元/平,2006年,住宅 - 公寓、商业类,59栋,2300户,上海悦华物业管理有限公司,上海中房置业股份有限公司、中房集团,15套在售二手房5套在租房源
233,闵行,420,147万,14489元,中外环,上虹新村(闵行金虹桥)地图,sh4539905举报假一赔百细则,2室1厅1卫,暂无数据,72.93平,暂无数据,低区/6层,精装,南,2004-05-25,满五,折现,住宅 - 公寓,56698元/平,1992~2004年,住宅 - 公寓、商业类,156栋,2376户,上海锦润物业管理有限公司、新森物业公司,上海虹桥房地产有限公司、虹桥置业开发有限公司,16套在售二手房11套在租房源
234,黄浦,1600,560万,55196元,内环内,汇龙新城(黄浦五里桥)地图,sh4539551举报假一赔百细则,3室2厅2卫,有(二梯三户),151.06平,暂无数据,高区/28层,精装,南北,2003-02-13,满五,折现,住宅 - 公寓,109457元/平,2002年,住宅 - 公寓,13栋,1148户,上海新世纪房产服务有限公司、上海新世纪物业管理有限公司、新世纪物业,上海汇龙新城房地产有限公司、新城房产有限公司,14套在售二手房15套在租房源
235,虹口,300,105万,10349元,内环内,西南小区(虹口曲阳)地图,sh4539192举报假一赔百细则,2室0厅1卫,暂无数据,44.65平,暂无数据,高区/6层,简装,南,暂无数据,满五,折现,住宅 - 公寓,72834元/平,1979~1987年,住宅 - 公寓,88栋,2066户,上海大柏树物业有限公司,无开发商,29套在售二手房6套在租房源
236,徐汇,565,197.8万,19491元,内环内,东安大楼（徐汇）(徐汇徐家汇)地图,sh4538571举报假一赔百细则,2室1厅1卫,暂无数据,69.28平,暂无数据,中区/7层,简装,南,2000-03-01,满五,置换,住宅 - 公寓,75436元/平,1994~1996年,住宅 - 公寓,8栋,232户,申大物业,城开集团,4套在售二手房1套在租房源
237,宝山,200,70万,6899元,外环外,西朱新村(宝山淞宝)地图,sh4537924举报假一赔百细则,2室0厅1卫,暂无数据,51.59平,暂无数据,低区/6层,简装,南北,暂无数据,满五,置换,住宅 - 公寓,40391元/平,1986~1993年,住宅 - 公寓,30栋,776户,海滨物业,上海宝宸(集团)有限公司,12套在售二手房0套在租房源
238,虹口,405,141.8万,13971元,内中环,洛阳新村(虹口凉城)地图,sh4537037举报假一赔百细则,2室1厅1卫,暂无数据,72.09平,暂无数据,高区/6层,简装,南北,2009-06-05,满五,置换,住宅 - 公寓,58388元/平,1958~1997年,住宅 - 公寓,32栋,715户,上海广同物业有限公司,上海虹房集团有限公司,14套在售二手房0套在租房源
239,闸北,240,84万,8279元,内中环,龙潭小区(闸北阳城)地图,sh4536460举报假一赔百细则,1室1厅1卫,暂无数据,41.01平,暂无数据,高区/6层,中装,南,暂无数据,满五,折现,住宅 - 公寓,60320元/平,1993~2001年,住宅 - 公寓、住宅 - 写字楼,167栋,3687户,上海龙潭物业管理有限公司,彭浦房地产开发有限公司、上海彭浦开发有限公司,51套在售二手房5套在租房源
240,宝山,415,145.2万,14316元,内中环,大华一村(宝山大华)地图,sh4535942举报假一赔百细则,2室1厅1卫,暂无数据,72.89平,暂无数据,中区/6层,中装,南,1970-01-01,满五,置换,住宅 - 公寓,住宅 - 公寓,444栋,6339户,上海大华物业管理公司、自主物业,大华集团上海华宜置业有限公司,53套在售二手房16套在租房源,,
241,杨浦,540,189万,18629元,内中环,浣纱五村(杨浦黄兴公园)地图,sh4535909举报假一赔百细则,2室1厅1卫,有(二梯七户),95.71平,暂无数据,高区/25层,简装,东南,2009-08-03,满五,折现,住宅 - 公寓,61567元/平,1996~1997年,住宅 - 公寓,19栋,746户,延吉物业,浣纱房地产开发有限公司,12套在售二手房4套在租房源
242,黄浦,440,154万,15179元,内环内,中福花苑(黄浦蓬莱公园)地图,sh4535093举报假一赔百细则,1室2厅1卫,有(三梯二十户),40.31平,暂无数据,高区/15层,暂无数据,南,2006-07-04,满五,置换,住宅 - 公寓,99220元/平,2003年,住宅 - 公寓,9栋,1493户,上海中福联合物业管理有限公司,上海中福地产置业有限公司,39套在售二手房21套在租房源
243,浦东,920,322万,31737元,内中环,东方城市花园（二期）(浦东塘桥)地图,sh4534560举报假一赔百细则,2室2厅2卫,有(一梯二户),117.99平,暂无数据,中区/18层,精装,南北,暂无数据,满五,其它,住宅 - 公寓,76035元/平,2005~2009年,住宅 - 公寓,87栋,3652户,上海由由物业管理有限公司,上海由由集团股份有限公司,32套在售二手房35套在租房源
244,浦东,1180,413万,40707元,内中环,龙阳花苑(浦东南码头)地图,sh4534510举报假一赔百细则,3室2厅2卫,有(一梯二户),157.35平,暂无数据,中区/11层,精装,南北,2005-09-26,满五,置换,住宅 - 公寓,75068元/平,1998~2004年,住宅 - 公寓,52栋,844户,上海东方明珠物业管理有限公司,上海精文置业（集团）有限公司,10套在售二手房1套在租房源
245,浦东,410,143.5万,14144元,外环外,绿海家园(浦东川沙)地图,sh4534079举报假一赔百细则,2室2厅2卫,暂无数据,105.64平,暂无数据,中区/6层,中装,南北,2005-07-13,满五,置换,住宅 - 公寓,37929元/平,1994~2004年,住宅 - 公寓,89栋,1134户,上海吉松物业管理中心,绿城集团,29套在售二手房3套在租房源
246,虹口,229,80.1万,7900元,内中环,何家宅小区(虹口鲁迅公园)地图,sh4533420举报假一赔百细则,1室0厅1卫,暂无数据,33.99平,暂无数据,中区/6层,简装,南,2010-01-07,满五,其它,住宅 - 公寓,70259元/平,1975~1993年,住宅 - 公寓,101栋,2129户,上海广同物业有限公司,上海虹房集团有限公司,36套在售二手房11套在租房源
247,宝山,395,138.2万,13626元,外环外,美兰湖岭域(宝山罗店)地图,sh4533407举报假一赔百细则,3室2厅1卫,有(一梯二户),90.11平,暂无数据,中区/7层,毛坯,南北,2010-10-14,满五,置换,住宅 - 公寓,40312元/平,2009~2011年,住宅 - 公寓,98栋,936户,上海景瑞物业管理有限公司、景瑞物业,上海景尚置业有限公司,29套在售二手房11套在租房源
248,宝山,428,149.8万,14765元,中外环,星福家园(宝山上大)地图,sh4533124举报假一赔百细则,4室2厅2卫,暂无数据,91.19平,暂无数据,高区/6层,精装,南北,2009-03-01,满五,置换,住宅 - 公寓,住宅 - 公寓,55栋,676户,上海豪斯物业管理有限公司、上海西部物业有限公司、豪斯物业,上海祁连房地产开发总公司、祁连地产,8套在售二手房4套在租房源,,
249,浦东,710,248.5万,24493元,内中环,翰城国际(浦东三林)地图,sh4532811举报假一赔百细则,2室2厅1卫,有(一梯二户),98.14平,暂无数据,低区/13层,中装,南,暂无数据,满五,置换,住宅 - 公寓,69577元/平,2004~2005年,住宅 - 公寓,35栋,933户,上海怡和高力物业公司、高力物业,上海恒大房产股份有限公司、恒大集团,10套在售二手房3套在租房源
250,普陀,265,92.8万,9142元,内中环,真北二街坊(普陀真如)地图,sh4532647举报假一赔百细则,2室0厅1卫,暂无数据,45.9平,暂无数据,中区/6层,中装,南北,暂无数据,满五,折现,住宅 - 公寓,58703元/平,1986~1996年,住宅 - 公寓、住宅 - 新里,67栋,1600户,上海真如物业有限公司、真如物业,上海真如房产开发公司、真如房地产公司,36套在售二手房8套在租房源
251,长宁,400,140万,13799元,内中环,新联大楼(长宁中山公园)地图,sh4532393举报假一赔百细则,3室0厅1卫,有(二梯九户),72.0平,暂无数据,低区/17层,简装,东,暂无数据,满五,折现,住宅 - 公寓,68444元/平,1992年,住宅 - 公寓,1栋,151户,新联物业,上海上科实业有限公司,5套在售二手房0套在租房源
252,静安,445,155.8万,15351元,内环内,光明小区(静安南京西路)地图,sh4532061举报假一赔百细则,2室1厅1卫,暂无数据,51.67平,暂无数据,低区/6层,中装,南北,2005-04-01,满五,置换,住宅 - 公寓,93695元/平,1983~1995年,住宅 - 公寓、住宅 - 新里,21栋,355户,上海紫嘉物业管理有限公司,暂无信息,5套在售二手房2套在租房源
253,嘉定,310,108.5万,10694元,中外环,金祥坊(嘉定丰庄)地图,sh4531613举报假一赔百细则,2室1厅1卫,暂无数据,57.53平,暂无数据,低区/6层,简装,南北,2012-09-14,满五,置换,住宅 - 公寓,47153元/平,1995~2000年,住宅 - 公寓,65栋,909户,上海能宝物业有限责任公司,上海嘉定区房地产(集团)有限公司、上海嘉定区房地产,14套在售二手房2套在租房源
254,杨浦,310,108.5万,10694元,内环内,公交新村(杨浦鞍山)地图,sh4530895举报假一赔百细则,2室1厅1卫,暂无数据,32.1平,暂无数据,高区/6层,精装,南,2008-06-19,满五,折现,住宅 - 公寓,79588元/平,1975~1996年,住宅 - 公寓,56栋,1222户,上海四平物业管理有限公司、四平物业,上海卫百辛房地产经纪有限公司、卫百辛集团,16套在售二手房5套在租房源
255,浦东,418,146.3万,14420元,内中环,新花苑(浦东北蔡)地图,sh4530646举报假一赔百细则,2室1厅1卫,暂无数据,72.23平,暂无数据,中区/6层,简装,南,2008-01-14,满五,置换,住宅 - 公寓,59511元/平,1995年,住宅 - 公寓,20栋,252户,上海宝隆物业管理有限公司,花木房产,6套在售二手房2套在租房源
256,宝山,540,189万,18629元,外环外,万科琥珀郡园(宝山罗店)地图,sh4529381举报假一赔百细则,4室2厅2卫,有(一梯二户),99.92平,暂无数据,高区/7层,精装,南北,2012-09-20,满五,折现,住宅 - 公寓,住宅 - 别墅、住宅 - 公寓,162栋,1048户,上海万科物业管理有限公司、万科物业,上海美兰华府置业有限公司,36套在售二手房18套在租房源,,
257,浦东,259,90.6万,8935元,中外环,高行绿洲（二期）(浦东高东)地图,sh4529205举报假一赔百细则,1室1厅1卫,有(一梯三户),56.65平,暂无数据,低区/12层,毛坯,南,2011-05-01,满五,折现,住宅 - 公寓,住宅 - 公寓,24栋,708户,彩生活物业,上海外高桥保税区联合发展有限公司,4套在售二手房0套在租房源,,
258,杨浦,720,252万,24838元,内中环,九州花苑(杨浦黄兴公园)地图,sh4528620举报假一赔百细则,3室2厅1卫,有(二梯八户),117.72平,暂无数据,高区/25层,精装,西南,1997-07-03,满五,置换,住宅 - 公寓,住宅 - 公寓,14栋,538户,上海久立物业有限公司、久立物业,上海黄兴房地产责任有限公司、黄兴房地产开发有限公司,8套在售二手房4套在租房源,,
259,闵行,260,91万,8969元,中外环,梅陇二村(闵行梅陇)地图,sh4527632举报假一赔百细则,1室1厅1卫,暂无数据,50.77平,暂无数据,低区/6层,毛坯,南,2004-08-19,满五,置换,住宅 - 公寓,53382元/平,1987~1995年,住宅 - 公寓、住宅 - 写字楼、住宅 - 新里,183栋,2386户,上海龙梅物业有限公司,梅陇房产,30套在售二手房4套在租房源
260,浦东,720,252万,24838元,内环内,涵合园（公寓）(浦东杨东)地图,sh4527291举报假一赔百细则,2室2厅1卫,有(二梯四户),81.26平,暂无数据,低区/18层,豪装,南,2006-03-17,满五,置换,住宅 - 公寓,82728元/平,2004~2005年,住宅 - 公寓,53栋,852户,陆家嘴物业公司、正大物业,陆家嘴集团·上海张杨商业建设联合发展有限公司,30套在售二手房16套在租房源
261,闵行,900,315万,31048元,合生城邦三街坊(闵行老闵行)地图,sh4526129举报假一赔百细则,4室2厅3卫,暂无数据,163.54平,暂无数据,低区/1层,简装,南,暂无数据,满五,置换,住宅 - 公寓,48902元/平,2006~2010年,住宅 - 别墅、住宅 - 公寓,424栋,1291户,暂无信息,暂无信息,7套在售二手房8套在租房源,
